0 0 na na na 2 2 3 3 3 1 2 1 1 3 3 2 3 na na 1 3 1 3 2 2 2 na 2 2 1 3 2 2 1
0 0 speakers speakers headphones speakers headphones headphones headphones headphones speakers headphones headphones speakers headphones headphones headphones headphones headphones headphones speakers headphones headphones headphones headphones headphones speakers headphones headphones speakers speakers headphones headphones speakers speakers
0 0 video-sharp1-v2-8d1bbe26-c23b-4704-908b-7936d3c1aecd video-sharp1-v2-1eac5a82-43c4-41f5-be50-d5c6291db68c video-sharp1-v2-56ffc4cd-d114-4e29-88b3-f37be1b7fe27 video-sharp1-v2-85ae1503-5d8d-43d2-8deb-6ca599387a3f video-sharp1-v2-a80c0444-bf6a-4acc-95c4-ca6c89539b6a video-sharp1-v2-0679efc4-6355-4c03-9040-8c38e773e4b6 video-sharp1-v2-7f267e68-c2c9-468c-b520-22d6d4bbb053 video-sharp1-v2-be88eb20-b361-4bd9-8345-537f726c3509 video-sharp1-v2-d7737621-040d-4cc8-bed1-277dd65fd9ad video-sharp1-v2-f43e9a01-d256-470d-9184-36e048090b86 video-sharp1-v2-ecaaa9a9-435f-49d5-a76a-2a1c5c87b315 video-sharp1-v2-3db2f259-17cb-4622-a98e-27307bddfcf3 video-sharp1-v2-f08a6021-e164-4aae-9a00-32c31eb5da0d video-sharp1-v2-cf8b97d1-8f85-42c6-93b3-dd5d04d4256c video-sharp1-v2-7581e48f-f30f-40e2-9159-e789f2a6aeb8 video-sharp1-v2-abdb10cf-662d-4559-9125-5a4c934e14de video-sharp1-v2-81ccaec7-cc56-4e34-8aac-72df4c414929 video-sharp1-v2-571b29a9-6f51-47d6-bb50-51df5596a675 video-sharp1-v2-2dc8032d-1623-4690-8b62-7606d31f78ef video-sharp1-v2-89ea497c-35dc-4232-81b6-8824ed6ebc39 video-sharp1-v2-0e9dc2c1-3e56-4d83-820e-cbe4d7fc6793 video-sharp1-v2-e8053d17-6e22-44de-b013-008dffed1a35 video-sharp1-v2-37fd3dae-9f69-4e09-8c77-49e43c770592 video-sharp1-v2-bfc908c3-8832-45de-941f-942b3d8382ce video-sharp1-v2-b534d3fa-1092-48a3-88e1-cf63b35c425c video-sharp1-v2-df89ed18-24fa-41ea-975c-00c615e006f4 video-sharp1-v2-f5c8842d-d917-4b46-b641-b8dfe14c9de3 video-sharp1-v2-23d72c5a-d590-4cdf-8860-e7193c6ec4d7 video-sharp1-v2-c0b8c79c-263b-40a3-a3ac-199b56e8bbbd video-sharp1-v2-85ad06b5-5df5-4e7f-bbcc-a4a962727785 video-sharp1-v2-1dc52bd4-851e-4538-8c5c-7f3774fa41e0 video-sharp1-v2-d7151acb-965a-432f-822d-1d3b21a984a8 video-sharp1-v2-71146fba-23cb-47f0-b1e7-83614fe2523b
sent_3 Många 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
sent_3 frågar 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
sent_3 sig 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
sent_3 hur 2 1 1 2 2 2 2 1 2 0 2 2 1 0 1 1 2 2 0 1 1 2 1 2 2 1 1 2 2 2 2 2 2
sent_3 de 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
sent_3 kunde 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
sent_3 hållas 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
